,"Québec Cap-and-Trade System",,,,,,,," ","Ontario Cap-and-Trade Program (2017-2018)",,,,,,,," ","Nova Scotia Cap-and-Trade Program (2019-2022)",,,,,," ","China National Emissions Trading System",,,," ","Shenzhen (Pilot) Emissions Trading System",,,,," ","Shanghai (Pilot) Emissions Trading System",,,,," ","Beijing (Pilot) Emissions Trading System",,,,," ","Guangdong (Pilot) Emissions Trading System",,,,," ","Tianjin (Pilot) Emissions Trading System",,,,," ","Hubei (Pilot) Emissions Trading System",,,,," ","Chongqing (Pilot) Emissions Trading System",,,,," ","Fujian (Pilot) Emissions Trading System",,,," ","German National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","European Union Emissions Trading System (from 2019, download)",,,,," ","Korean Emissions Trading System",,,,," ","New Zealand Emissions Trading System (Up to 2023)",,,,,,,," ","New Zealand Emissions Trading System (From 2024)",,,,,,,," ","Washington Cap-and-Invest Program (download)",,,,,,,,," ","California Cap-and-Trade Program (download)",,,,,,,,,," "
2017-12-12,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,35," ",0.128135071,0.151663368,CNY,,32.99," ",,,,,," ",0.128135071,0.151663368,CNY,,14.69," ",,,,,," ",0.128135071,0.151663368,CNY,,15.24," ",,,,,," ",0.128135071,0.151663368,CNY,20.24," ",,,,," ",1,1.183621053,EUR,7.37," ",,,,,," ",0.000778118,0.000920997,KRW,,21500," ",0.587446113,0.695313586,NZD,,,,20.55,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2017-12-13,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,35," ",0.128135071,0.151663368,CNY,,32.02," ",,,,,," ",0.128135071,0.151663368,CNY,,13.33," ",,,,,," ",0.128135071,0.151663368,CNY,,15.27," ",0.128135071,0.151663368,CNY,,2," ",0.128135071,0.151663368,CNY,20.62," ",,,,," ",1,1.183621053,EUR,," ",,,,,," ",0.000778118,0.000920997,KRW,,21500," ",0.587446113,0.695313586,NZD,,,,20.75,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2017-12-14,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,35," ",0.128135071,0.151663368,CNY,,34.49," ",,,,,," ",0.128135071,0.151663368,CNY,,13.96," ",,,,,," ",0.128135071,0.151663368,CNY,,15.2," ",0.128135071,0.151663368,CNY,,2.4," ",0.128135071,0.151663368,CNY,22.61," ",,,,," ",1,1.183621053,EUR,6.96," ",,,,,," ",0.000778118,0.000920997,KRW,,21800," ",0.587446113,0.695313586,NZD,,,,21,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2017-12-15,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,35," ",,,,,," ",,,,,," ",0.128135071,0.151663368,CNY,,13.7," ",,,,,," ",0.128135071,0.151663368,CNY,,15.17," ",0.128135071,0.151663368,CNY,,2.88," ",0.128135071,0.151663368,CNY,23.19," ",,,,," ",1,1.183621053,EUR,7.07," ",,,,,," ",0.000778118,0.000920997,KRW,,21800," ",0.587446113,0.695313586,NZD,,,,20.9,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2017-12-18,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,35," ",0.128135071,0.151663368,CNY,,30.87," ",,,,,," ",0.128135071,0.151663368,CNY,,13.34," ",,,,,," ",0.128135071,0.151663368,CNY,,15.18," ",0.128135071,0.151663368,CNY,,3.46," ",0.128135071,0.151663368,CNY,20.87," ",,,,," ",1,1.183621053,EUR,," ",,,,,," ",0.000778118,0.000920997,KRW,,22000," ",0.587446113,0.695313586,NZD,,,,20.8,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2017-12-19,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,35," ",,,,,," ",,,,,," ",0.128135071,0.151663368,CNY,,13.31," ",,,,,," ",0.128135071,0.151663368,CNY,,15.35," ",,,,,," ",0.128135071,0.151663368,CNY,20," ",,,,," ",1,1.183621053,EUR,," ",,,,,," ",0.000778118,0.000920997,KRW,,22200," ",0.587446113,0.695313586,NZD,,,,20.8,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2017-12-20,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,35," ",,,,,," ",,,,,," ",0.128135071,0.151663368,CNY,,13.08," ",,,,,," ",0.128135071,0.151663368,CNY,,15.46," ",0.128135071,0.151663368,CNY,,2.77," ",0.128135071,0.151663368,CNY,20.84," ",,,,," ",1,1.183621053,EUR,," ",,,,,," ",0.000778118,0.000920997,KRW,,21800," ",0.587446113,0.695313586,NZD,,,,20.8,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2017-12-21,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,27.3," ",,,,,," ",,,,,," ",0.128135071,0.151663368,CNY,,13.02," ",,,,,," ",0.128135071,0.151663368,CNY,,15.43," ",0.128135071,0.151663368,CNY,,3.3," ",0.128135071,0.151663368,CNY,22.8," ",,,,," ",1,1.183621053,EUR,," ",,,,,," ",0.000778118,0.000920997,KRW,,22000," ",0.587446113,0.695313586,NZD,,,,21,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2017-12-22,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,30," ",0.128135071,0.151663368,CNY,,35," ",0.128135071,0.151663368,CNY,,56.38," ",0.128135071,0.151663368,CNY,,13.2," ",,,,,," ",0.128135071,0.151663368,CNY,,15.57," ",0.128135071,0.151663368,CNY,,3.96," ",0.128135071,0.151663368,CNY,24.97," ",,,,," ",1,1.183621053,EUR,," ",,,,,," ",0.000778118,0.000920997,KRW,,22000," ",0.587446113,0.695313586,NZD,,,,21,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2017-12-27,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,27," ",,,,,," ",0.128135071,0.151663368,CNY,,57.8," ",0.128135071,0.151663368,CNY,,12.8," ",,,,,," ",0.128135071,0.151663368,CNY,,15.79," ",0.128135071,0.151663368,CNY,,6.82," ",0.128135071,0.151663368,CNY,22.3," ",,,,," ",1,1.183621053,EUR,," ",,,,,," ",0.000778118,0.000920997,KRW,,22000," ",0.587446113,0.695313586,NZD,,,,20.85,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2017-12-28,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128135071,0.151663368,CNY,,29," ",,,,,," ",0.128135071,0.151663368,CNY,,45.1," ",0.128135071,0.151663368,CNY,,12.9," ",,,,,," ",0.128135071,0.151663368,CNY,,15.68," ",0.128135071,0.151663368,CNY,,8.18," ",0.128135071,0.151663368,CNY,22.52," ",,,,," ",1,1.183621053,EUR,," ",,,,,," ",0.000778118,0.000920997,KRW,,20000," ",0.587446113,0.695313586,NZD,,,,20.7,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-03,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,27.8," ",0.127500996,0.15554484,CNY,,34.99," ",,,,,," ",0.127500996,0.15554484,CNY,,12.93," ",,,,,," ",0.127500996,0.15554484,CNY,,15.2," ",0.127500996,0.15554484,CNY,,13.03," ",0.127500996,0.15554484,CNY,21," ",,,,," ",1,1.21995,EUR,," ",,,,,," ",0.00076845,0.000937471,KRW,,20000," ",0.594679139,0.725478816,NZD,,,,20.6,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-04,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,25.02," ",0.127500996,0.15554484,CNY,,35.65," ",,,,,," ",,,,,," ",,,,,," ",0.127500996,0.15554484,CNY,,15.24," ",,,,,," ",0.127500996,0.15554484,CNY,20.93," ",,,,," ",1,1.21995,EUR,," ",,,,,," ",0.00076845,0.000937471,KRW,,20000," ",0.594679139,0.725478816,NZD,,,,20.65,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-08,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,27.5," ",0.127500996,0.15554484,CNY,,32.94," ",,,,,," ",,,,,," ",,,,,," ",0.127500996,0.15554484,CNY,,13.33," ",0.127500996,0.15554484,CNY,,17.29," ",0.127500996,0.15554484,CNY,19," ",,,,," ",1,1.21995,EUR,7.83," ",,,,,," ",0.00076845,0.000937471,KRW,,22000," ",0.594679139,0.725478816,NZD,,,,20.85,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-09,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,30," ",0.127500996,0.15554484,CNY,,29.65," ",,,,,," ",0.127500996,0.15554484,CNY,,14," ",,,,,," ",0.127500996,0.15554484,CNY,,15.15," ",0.127500996,0.15554484,CNY,,18," ",0.127500996,0.15554484,CNY,18.31," ",,,,," ",1,1.21995,EUR,7.68," ",,,,,," ",0.00076845,0.000937471,KRW,,22000," ",0.594679139,0.725478816,NZD,,,,21.25,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-17,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,29.5," ",0.127500996,0.15554484,CNY,,33.42," ",,,,,," ",0.127500996,0.15554484,CNY,,12.8," ",,,,,," ",0.127500996,0.15554484,CNY,,14.88," ",,,,,," ",0.127500996,0.15554484,CNY,17.8," ",,,,," ",1,1.21995,EUR,7.99," ",,,,,," ",0.00076845,0.000937471,KRW,,22000," ",0.594679139,0.725478816,NZD,,,,21.3,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-18,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,32.67," ",0.127500996,0.15554484,CNY,,30.5," ",,,,,," ",,,,,," ",,,,,," ",0.127500996,0.15554484,CNY,,14.79," ",,,,,," ",0.127500996,0.15554484,CNY,16.13," ",,,,," ",1,1.21995,EUR,8.26," ",,,,,," ",0.00076845,0.000937471,KRW,,22000," ",0.594679139,0.725478816,NZD,,,,21.3,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-19,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,27.61," ",0.127500996,0.15554484,CNY,,30.5," ",,,,,," ",,,,,," ",,,,,," ",0.127500996,0.15554484,CNY,,14.6," ",0.127500996,0.15554484,CNY,,17.24," ",0.127500996,0.15554484,CNY,17.23," ",,,,," ",1,1.21995,EUR,8.6," ",,,,,," ",0.00076845,0.000937471,KRW,,22000," ",0.594679139,0.725478816,NZD,,,,21.4,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-22,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,23.54," ",0.127500996,0.15554484,CNY,,33.52," ",,,,,," ",,,,,," ",,,,,," ",0.127500996,0.15554484,CNY,,14.53," ",0.127500996,0.15554484,CNY,,20.69," ",0.127500996,0.15554484,CNY,17.77," ",,,,," ",1,1.21995,EUR,8.7," ",,,,,," ",0.00076845,0.000937471,KRW,,22000," ",,,,,,,,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-23,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,25.21," ",0.127500996,0.15554484,CNY,,33.07," ",,,,,," ",,,,,," ",,,,,," ",0.127500996,0.15554484,CNY,,15.08," ",0.127500996,0.15554484,CNY,,23.79," ",0.127500996,0.15554484,CNY,17.58," ",,,,," ",1,1.21995,EUR,8.88," ",,,,,," ",0.00076845,0.000937471,KRW,,22000," ",0.594679139,0.725478816,NZD,,,,21.25,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-24,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,26.3," ",0.127500996,0.15554484,CNY,,34.71," ",0.127500996,0.15554484,CNY,,41.3," ",,,,,," ",,,,,," ",0.127500996,0.15554484,CNY,,14.79," ",0.127500996,0.15554484,CNY,,26.61," ",0.127500996,0.15554484,CNY,19.2," ",,,,," ",1,1.21995,EUR,," ",,,,,," ",0.00076845,0.000937471,KRW,,21500," ",0.594679139,0.725478816,NZD,,,,21.25,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-25,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,22.72," ",0.127500996,0.15554484,CNY,,36.08," ",0.127500996,0.15554484,CNY,,49.6," ",0.127500996,0.15554484,CNY,,12.7," ",,,,,," ",0.127500996,0.15554484,CNY,,14.99," ",0.127500996,0.15554484,CNY,,31.93," ",0.127500996,0.15554484,CNY,18.82," ",,,,," ",1,1.21995,EUR,9.34," ",,,,,," ",0.00076845,0.000937471,KRW,,22000," ",0.594679139,0.725478816,NZD,,,,21.2,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-26,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,27.72," ",0.127500996,0.15554484,CNY,,35.07," ",0.127500996,0.15554484,CNY,,50.27," ",0.127500996,0.15554484,CNY,,12.9," ",,,,,," ",0.127500996,0.15554484,CNY,,14.9," ",,,,,," ",0.127500996,0.15554484,CNY,19.2," ",,,,," ",1,1.21995,EUR,9.02," ",,,,,," ",0.00076845,0.000937471,KRW,,22000," ",0.594679139,0.725478816,NZD,,,,21.25,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-29,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,24.9," ",0.127500996,0.15554484,CNY,,33.5," ",,,,,," ",0.127500996,0.15554484,CNY,,13," ",,,,,," ",0.127500996,0.15554484,CNY,,14.93," ",,,,,," ",0.127500996,0.15554484,CNY,19," ",,,,," ",1,1.21995,EUR,9.06," ",,,,,," ",0.00076845,0.000937471,KRW,,21700," ",,,,,,,,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-30,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,22.85," ",0.127500996,0.15554484,CNY,,35.95," ",0.127500996,0.15554484,CNY,,55," ",,,,,," ",,,,,," ",0.127500996,0.15554484,CNY,,14.52," ",,,,,," ",0.127500996,0.15554484,CNY,20.56," ",,,,," ",1,1.21995,EUR,8.86," ",,,,,," ",0.00076845,0.000937471,KRW,,21900," ",0.594679139,0.725478816,NZD,,,,21.22,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-01-31,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.127500996,0.15554484,CNY,,27.83," ",0.127500996,0.15554484,CNY,,31," ",0.127500996,0.15554484,CNY,,58," ",0.127500996,0.15554484,CNY,,12.7," ",,,,,," ",0.127500996,0.15554484,CNY,,14.89," ",,,,,," ",,,,," ",,,,," ",1,1.21995,EUR,8.78," ",,,,,," ",0.00076845,0.000937471,KRW,,22000," ",0.594679139,0.725478816,NZD,,,,21.32,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-02-02,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128275012,0.158391419,CNY,,30.58," ",,,,,," ",,,,,," ",0.128275012,0.158391419,CNY,,12.9," ",,,,,," ",0.128275012,0.158391419,CNY,,14.87," ",,,,,," ",0.128275012,0.158391419,CNY,19.52," ",,,,," ",1,1.23478,EUR,9.04," ",,,,,," ",0.000750163,0.000926286,KRW,,21900," ",0.592176708,0.731207956,NZD,,,,21.4,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-02-05,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128275012,0.158391419,CNY,,29.58," ",,,,,," ",0.128275012,0.158391419,CNY,,56," ",0.128275012,0.158391419,CNY,,13.67," ",,,,,," ",0.128275012,0.158391419,CNY,,14.96," ",,,,,," ",0.128275012,0.158391419,CNY,19.12," ",,,,," ",1,1.23478,EUR,8.66," ",,,,,," ",0.000750163,0.000926286,KRW,,21900," ",0.592176708,0.731207956,NZD,,,,21.4,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-02-06,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128275012,0.158391419,CNY,,33.63," ",,,,,," ",0.128275012,0.158391419,CNY,,54.03," ",0.128275012,0.158391419,CNY,,14.29," ",,,,,," ",0.128275012,0.158391419,CNY,,14.67," ",,,,,," ",0.128275012,0.158391419,CNY,19.1," ",,,,," ",1,1.23478,EUR,8.84," ",,,,,," ",0.000750163,0.000926286,KRW,,22000," ",,,,,,,,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-02-07,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128275012,0.158391419,CNY,,34.1," ",0.128275012,0.158391419,CNY,,33.72," ",0.128275012,0.158391419,CNY,,51.58," ",0.128275012,0.158391419,CNY,,12.87," ",,,,,," ",0.128275012,0.158391419,CNY,,14.7," ",,,,,," ",0.128275012,0.158391419,CNY,18.54," ",,,,," ",1,1.23478,EUR,," ",,,,,," ",0.000750163,0.000926286,KRW,,22000," ",0.592176708,0.731207956,NZD,,,,21.45,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-02-27,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128275012,0.158391419,CNY,,33.39," ",,,,,," ",,,,,," ",0.128275012,0.158391419,CNY,,12.85," ",,,,,," ",0.128275012,0.158391419,CNY,,14.29," ",,,,,," ",0.128275012,0.158391419,CNY,16," ",,,,," ",1,1.23478,EUR,9.54," ",,,,,," ",0.000750163,0.000926286,KRW,,22000," ",0.592176708,0.731207956,NZD,,,,20.85,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-02-28,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128275012,0.158391419,CNY,,34.76," ",0.128275012,0.158391419,CNY,,34.82," ",,,,,," ",0.128275012,0.158391419,CNY,,13.39," ",,,,,," ",0.128275012,0.158391419,CNY,,14.89," ",,,,,," ",0.128275012,0.158391419,CNY,16.49," ",,,,," ",1,1.23478,EUR,9.99," ",,,,,," ",0.000750163,0.000926286,KRW,,22000," ",0.592176708,0.731207956,NZD,,,,20.95,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-01,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,34.1," ",0.128273746,0.158240936,CNY,,35.2," ",,,,,," ",0.128273746,0.158240936,CNY,,12.52," ",,,,,," ",0.128273746,0.158240936,CNY,,14.23," ",,,,,," ",0.128273746,0.158240936,CNY,16.58," ",,,,," ",1,1.233619048,EUR,9.92," ",,,,,," ",,,,,," ",0.588260538,0.725689405,NZD,,,,21.1,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-02,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,39.64," ",0.128273746,0.158240936,CNY,,35.2," ",,,,,," ",0.128273746,0.158240936,CNY,,13.03," ",,,,,," ",0.128273746,0.158240936,CNY,,14.42," ",,,,,," ",0.128273746,0.158240936,CNY,16.69," ",,,,," ",1,1.233619048,EUR,9.89," ",,,,,," ",0.000756256,0.000932932,KRW,,22000," ",0.588260538,0.725689405,NZD,,,,20.9,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-05,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,39.84," ",,,,,," ",,,,,," ",0.128273746,0.158240936,CNY,,13.12," ",,,,,," ",0.128273746,0.158240936,CNY,,14.98," ",,,,,," ",0.128273746,0.158240936,CNY,15.79," ",,,,," ",1,1.233619048,EUR,10.05," ",,,,,," ",0.000756256,0.000932932,KRW,,22000," ",0.588260538,0.725689405,NZD,,,,20.9,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-06,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,40," ",0.128273746,0.158240936,CNY,,36.5," ",,,,,," ",0.128273746,0.158240936,CNY,,13.03," ",,,,,," ",0.128273746,0.158240936,CNY,,15.08," ",,,,,," ",0.128273746,0.158240936,CNY,15.85," ",,,,," ",1,1.233619048,EUR,10.28," ",,,,,," ",0.000756256,0.000932932,KRW,,22200," ",0.588260538,0.725689405,NZD,,,,20.95,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-07,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,38.41," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",0.128273746,0.158240936,CNY,,14.84," ",,,,,," ",0.128273746,0.158240936,CNY,16.11," ",,,,," ",1,1.233619048,EUR,," ",,,,,," ",0.000756256,0.000932932,KRW,,22200," ",0.588260538,0.725689405,NZD,,,,20.95,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-08,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,39.47," ",0.128273746,0.158240936,CNY,,33," ",,,,,," ",,,,,," ",,,,,," ",0.128273746,0.158240936,CNY,,14.63," ",,,,,," ",0.128273746,0.158240936,CNY,15.66," ",,,,," ",1,1.233619048,EUR,10.77," ",,,,,," ",0.000756256,0.000932932,KRW,,22200," ",0.588260538,0.725689405,NZD,,,,20.95,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-09,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,35.28," ",0.128273746,0.158240936,CNY,,34," ",,,,,," ",0.128273746,0.158240936,CNY,,13.1," ",,,,,," ",0.128273746,0.158240936,CNY,,14.7," ",,,,,," ",0.128273746,0.158240936,CNY,15.15," ",,,,," ",1,1.233619048,EUR,11.1," ",,,,,," ",0.000756256,0.000932932,KRW,,22200," ",0.588260538,0.725689405,NZD,,,,20.95,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-12,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,36.37," ",0.128273746,0.158240936,CNY,,37," ",,,,,," ",0.128273746,0.158240936,CNY,,14.41," ",,,,,," ",0.128273746,0.158240936,CNY,,14.35," ",,,,,," ",0.128273746,0.158240936,CNY,14.98," ",,,,," ",1,1.233619048,EUR,11.32," ",,,,,," ",0.000756256,0.000932932,KRW,,22500," ",0.588260538,0.725689405,NZD,,,,20.8,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-13,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,33.79," ",,,,,," ",,,,,," ",0.128273746,0.158240936,CNY,,13.11," ",,,,,," ",0.128273746,0.158240936,CNY,,14.8," ",,,,,," ",0.128273746,0.158240936,CNY,15.17," ",,,,," ",1,1.233619048,EUR,11.03," ",,,,,," ",0.000756256,0.000932932,KRW,,22100," ",0.588260538,0.725689405,NZD,,,,20.9,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-14,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,31.68," ",,,,,," ",0.128273746,0.158240936,CNY,,53.5," ",0.128273746,0.158240936,CNY,,13.44," ",,,,,," ",0.128273746,0.158240936,CNY,,14.43," ",,,,,," ",0.128273746,0.158240936,CNY,15.1," ",,,,," ",1,1.233619048,EUR,11.25," ",,,,,," ",0.000756256,0.000932932,KRW,,22100," ",0.588260538,0.725689405,NZD,,,,20.92,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-15,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,37.5," ",0.128273746,0.158240936,CNY,,35.5," ",,,,,," ",0.128273746,0.158240936,CNY,,13.4," ",,,,,," ",,,,,," ",,,,,," ",0.128273746,0.158240936,CNY,14.91," ",,,,," ",1,1.233619048,EUR,11.09," ",,,,,," ",0.000756256,0.000932932,KRW,,22000," ",0.588260538,0.725689405,NZD,,,,20.93,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-19,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,32.83," ",0.128273746,0.158240936,CNY,,38," ",0.128273746,0.158240936,CNY,,56.6," ",,,,,," ",,,,,," ",0.128273746,0.158240936,CNY,,14.8," ",,,,,," ",0.128273746,0.158240936,CNY,15.79," ",,,,," ",1,1.233619048,EUR,10.96," ",,,,,," ",0.000756256,0.000932932,KRW,,22000," ",0.588260538,0.725689405,NZD,,,,20.93,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-20,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,30," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",0.128273746,0.158240936,CNY,,14.32," ",,,,,," ",0.128273746,0.158240936,CNY,16.46," ",,,,," ",1,1.233619048,EUR,11.17," ",,,,,," ",0.000756256,0.000932932,KRW,,22000," ",0.588260538,0.725689405,NZD,,,,20.95,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-21,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,31.14," ",,,,,," ",0.128273746,0.158240936,CNY,,58.51," ",0.128273746,0.158240936,CNY,,13.3," ",,,,,," ",0.128273746,0.158240936,CNY,,15," ",0.128273746,0.158240936,CNY,,30," ",0.128273746,0.158240936,CNY,17.5," ",,,,," ",1,1.233619048,EUR,," ",,,,,," ",0.000756256,0.000932932,KRW,,22000," ",0.588260538,0.725689405,NZD,,,,20.93,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2018-03-22,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",0.128273746,0.158240936,CNY,,37.87," ",0.128273746,0.158240936,CNY,,38," ",0.128273746,0.158240936,CNY,,59.3," ",0.128273746,0.158240936,CNY,,13.21," ",,,,,," ",0.128273746,0.158240936,CNY,,15.51," ",,,,,," ",0.128273746,0.158240936,CNY,19," ",,,,," ",1,1.233619048,EUR,12.54," ",,,,,," ",0.000756256,0.000932932,KRW,,22000," ",0.588260538,0.725689405,NZD,,,,20.95,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
