2015-03-25,6.77,6.96,EUR,1,1.083768182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,CNY,0.150020227,0.162587149,,,25.1,CNY,0.150020227,0.162587149,,,51.09,CNY,0.150020227,0.162587149,,,26.66,CNY,0.150020227,0.162587149,,,25.2,CNY,0.150020227,0.162587149,,,25.9,CNY,0.150020227,0.162587149,,,,,,,,,,,,,,,,,,6.55,25,NZD,0.689513189,0.747272456,,,,,,5.96,USD,0.92270655,1,,,,,,,,,,,,,,10100,KRW,0.000829347,0.00089882,,,,,,,,,,,
2015-03-26,7,6.95,EUR,1,1.083768182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.73,CNY,0.150020227,0.162587149,,,25.1,CNY,0.150020227,0.162587149,,,52,CNY,0.150020227,0.162587149,,,29.58,CNY,0.150020227,0.162587149,,,25.08,CNY,0.150020227,0.162587149,,,24.5,CNY,0.150020227,0.162587149,,,,,,,,,,,,,,,,,,6.5,25,NZD,0.689513189,0.747272456,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000829347,0.00089882,,,,,,,,,,,
2015-03-27,6.9,6.79,EUR,1,1.083768182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.19,CNY,0.150020227,0.162587149,,,26.04,CNY,0.150020227,0.162587149,,,50.26,CNY,0.150020227,0.162587149,,35,32.54,CNY,0.150020227,0.162587149,,,25.25,CNY,0.150020227,0.162587149,,,23.35,CNY,0.150020227,0.162587149,,,,,,,,,,,,,,,,,,6.6,25,NZD,0.689513189,0.747272456,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000829347,0.00089882,,,,,,,,,,,
2015-03-30,6.81,6.88,EUR,1,1.083768182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59,CNY,0.150020227,0.162587149,,,26.39,CNY,0.150020227,0.162587149,,,50,CNY,0.150020227,0.162587149,,,29.89,CNY,0.150020227,0.162587149,,,25.26,CNY,0.150020227,0.162587149,,,22.14,CNY,0.150020227,0.162587149,,,,,,,,,,,,,,,,,,6.57,25,NZD,0.689513189,0.747272456,,,,,,5.89,USD,0.92270655,1,,,,,,,,,,,,,,10100,KRW,0.000829347,0.00089882,,,,,,,,,,,
2015-03-31,6.79,6.91,EUR,1,1.083768182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.56,CNY,0.150020227,0.162587149,,,27.75,CNY,0.150020227,0.162587149,,,50,CNY,0.150020227,0.162587149,,,28.16,CNY,0.150020227,0.162587149,,,25.31,CNY,0.150020227,0.162587149,,,25.83,CNY,0.150020227,0.162587149,,,,,,,,,,,,,,,,,,6.6,25,NZD,0.689513189,0.747272456,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000829347,0.00089882,,,,,,,,,,,
2015-04-01,,7.15,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.13,CNY,0.151343798,0.16313802,,,28.61,CNY,0.151343798,0.16313802,,,50.45,CNY,0.151343798,0.16313802,,,25.43,CNY,0.151343798,0.16313802,,,25.18,CNY,0.151343798,0.16313802,,,25.71,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.6,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-02,7.14,7.15,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.02,CNY,0.151343798,0.16313802,,,29.08,CNY,0.151343798,0.16313802,,,51,CNY,0.151343798,0.16313802,,,33.7,CNY,0.151343798,0.16313802,,,24.91,CNY,0.151343798,0.16313802,,,24.94,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.7,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-07,7.08,7.1,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98,CNY,0.151343798,0.16313802,,,29,CNY,0.151343798,0.16313802,,,51,CNY,0.151343798,0.16313802,,,34.11,CNY,0.151343798,0.16313802,,,24.47,CNY,0.151343798,0.16313802,,,23.73,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.7,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-08,,7.12,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.37,CNY,0.151343798,0.16313802,,,28.7,CNY,0.151343798,0.16313802,,,50.39,CNY,0.151343798,0.16313802,,,30.7,CNY,0.151343798,0.16313802,,,24.37,CNY,0.151343798,0.16313802,,,23.74,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.52,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-09,7.12,7.02,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.72,CNY,0.151343798,0.16313802,,,28,CNY,0.151343798,0.16313802,,,52,CNY,0.151343798,0.16313802,,,27.63,CNY,0.151343798,0.16313802,,,24.34,CNY,0.151343798,0.16313802,,,25.05,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.55,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-10,6.96,6.98,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.49,CNY,0.151343798,0.16313802,,,29.03,CNY,0.151343798,0.16313802,,,52,CNY,0.151343798,0.16313802,,,24.87,CNY,0.151343798,0.16313802,,,24.47,CNY,0.151343798,0.16313802,,,25.86,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.55,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-13,6.82,6.8,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.63,CNY,0.151343798,0.16313802,,,26.97,CNY,0.151343798,0.16313802,,,51.14,CNY,0.151343798,0.16313802,,,22.38,CNY,0.151343798,0.16313802,,,24.44,CNY,0.151343798,0.16313802,,,25.28,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.6,25,NZD,0.70349892,0.75832259,,,,,,7.1,USD,0.927704025,1,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-14,6.77,6.8,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.58,CNY,0.151343798,0.16313802,,,27.05,CNY,0.151343798,0.16313802,,,50.9,CNY,0.151343798,0.16313802,,,20.14,CNY,0.151343798,0.16313802,,,24.4,CNY,0.151343798,0.16313802,,,25.39,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.55,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-15,,6.86,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.19,CNY,0.151343798,0.16313802,,,27.52,CNY,0.151343798,0.16313802,,,50.71,CNY,0.151343798,0.16313802,,,18.25,CNY,0.151343798,0.16313802,,,24.37,CNY,0.151343798,0.16313802,,,25.28,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.55,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-16,6.82,6.89,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.19,CNY,0.151343798,0.16313802,,,27.14,CNY,0.151343798,0.16313802,,,50.8,CNY,0.151343798,0.16313802,,,17.23,CNY,0.151343798,0.16313802,,,24.36,CNY,0.151343798,0.16313802,,,24.86,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.5,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-17,6.83,6.82,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.66,CNY,0.151343798,0.16313802,,,27,CNY,0.151343798,0.16313802,,,51,CNY,0.151343798,0.16313802,,,18.92,CNY,0.151343798,0.16313802,,,24.5,CNY,0.151343798,0.16313802,,,24.73,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.3,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10100,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-20,6.88,7.12,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.26,CNY,0.151343798,0.16313802,,,26.91,CNY,0.151343798,0.16313802,,,51,CNY,0.151343798,0.16313802,,,18.19,CNY,0.151343798,0.16313802,,,24.45,CNY,0.151343798,0.16313802,,,25.52,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.27,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10250,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-21,7.07,7.08,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.61,CNY,0.151343798,0.16313802,,,27.62,CNY,0.151343798,0.16313802,,,51.58,CNY,0.151343798,0.16313802,,,16.38,CNY,0.151343798,0.16313802,,,24.4,CNY,0.151343798,0.16313802,,,25.48,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.1,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10250,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-22,6.75,7.1,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.22,CNY,0.151343798,0.16313802,,,26.99,CNY,0.151343798,0.16313802,,,50,CNY,0.151343798,0.16313802,,,17.89,CNY,0.151343798,0.16313802,,,24.34,CNY,0.151343798,0.16313802,,,25.38,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.17,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10250,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-23,7.06,7.26,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.92,CNY,0.151343798,0.16313802,,,27,CNY,0.151343798,0.16313802,,,50.83,CNY,0.151343798,0.16313802,,,20.06,CNY,0.151343798,0.16313802,,,24.4,CNY,0.151343798,0.16313802,,,25.29,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.15,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-24,7.27,7.28,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.06,CNY,0.151343798,0.16313802,,,27,CNY,0.151343798,0.16313802,,,50.28,CNY,0.151343798,0.16313802,,,21.79,CNY,0.151343798,0.16313802,,,24.36,CNY,0.151343798,0.16313802,,,24.65,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.15,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-27,7.33,7.18,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.82,CNY,0.151343798,0.16313802,,,27,CNY,0.151343798,0.16313802,,,50.7,CNY,0.151343798,0.16313802,,,23.65,CNY,0.151343798,0.16313802,,,24.32,CNY,0.151343798,0.16313802,,,25.13,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-28,7.16,7.35,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.79,CNY,0.151343798,0.16313802,,,24.75,CNY,0.151343798,0.16313802,,,50.59,CNY,0.151343798,0.16313802,,,26.02,CNY,0.151343798,0.16313802,,,,,,,,,25.43,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.05,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-29,,7.47,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.51,CNY,0.151343798,0.16313802,,,26.78,CNY,0.151343798,0.16313802,,,,,,,,,23.46,CNY,0.151343798,0.16313802,,,24.4,CNY,0.151343798,0.16313802,,,23.56,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6,25,NZD,0.70349892,0.75832259,,,,,,6.04,USD,0.927704025,1,,,,,,,,,,,,,,10300,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-04-30,7.52,7.39,EUR,1,1.07793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,CNY,0.151343798,0.16313802,,,28.14,CNY,0.151343798,0.16313802,,,50.45,CNY,0.151343798,0.16313802,,,25.81,CNY,0.151343798,0.16313802,,,24.12,CNY,0.151343798,0.16313802,,,24.76,CNY,0.151343798,0.16313802,,,,,,,,,,,,,,,,,,6.05,25,NZD,0.70349892,0.75832259,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000852152,0.00091856,,,,,,,,,,,
2015-05-04,,7.61,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17,CNY,0.146691985,0.163554962,,,28.9,CNY,0.146691985,0.163554962,,,50.17,CNY,0.146691985,0.163554962,,,28.39,CNY,0.146691985,0.163554962,,,24.08,CNY,0.146691985,0.163554962,,,25.97,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,6.07,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-05,7.5,7.57,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.42,CNY,0.146691985,0.163554962,,,,,,,,,50.11,CNY,0.146691985,0.163554962,,,29.98,CNY,0.146691985,0.163554962,,,,,,,,,26.53,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,6.05,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,7.25,7.54,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.07,CNY,0.146691985,0.163554962,,,28.9,CNY,0.146691985,0.163554962,,,50.46,CNY,0.146691985,0.163554962,,,32.98,CNY,0.146691985,0.163554962,,,,,,,,,27.22,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,6,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-07,7.5,7.43,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.75,CNY,0.146691985,0.163554962,,,25.44,CNY,0.146691985,0.163554962,,,49.95,CNY,0.146691985,0.163554962,,,,,,,,,24.12,CNY,0.146691985,0.163554962,,,27.55,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.95,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-08,7.43,7.54,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.94,CNY,0.146691985,0.163554962,,,23.94,CNY,0.146691985,0.163554962,,,50.2,CNY,0.146691985,0.163554962,,,,,,,,,24.15,CNY,0.146691985,0.163554962,,,27.35,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.95,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-11,7.5,7.62,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,CNY,0.146691985,0.163554962,,,24.09,CNY,0.146691985,0.163554962,,,50.15,CNY,0.146691985,0.163554962,,,29.68,CNY,0.146691985,0.163554962,,,23.45,CNY,0.146691985,0.163554962,,,27.21,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.95,25,NZD,0.663189281,0.739426205,,,,,,6.13,USD,0.896897184,1,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-12,7.62,7.63,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.38,CNY,0.146691985,0.163554962,,,23.65,CNY,0.146691985,0.163554962,,,47.83,CNY,0.146691985,0.163554962,,,26.8,CNY,0.146691985,0.163554962,,,,,,,,,26.95,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.75,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-13,,7.61,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.44,CNY,0.146691985,0.163554962,,,23.8,CNY,0.146691985,0.163554962,,,48.6,CNY,0.146691985,0.163554962,,,,,,,,,21.95,CNY,0.146691985,0.163554962,,,26.96,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.75,25,NZD,0.663189281,0.739426205,,,,,,6.21,USD,0.896897184,1,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-14,,7.56,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.24,CNY,0.146691985,0.163554962,,,22.53,CNY,0.146691985,0.163554962,,,47.68,CNY,0.146691985,0.163554962,,,,,,,,,21.95,CNY,0.146691985,0.163554962,,,25.54,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.72,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-15,7.48,7.58,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.67,CNY,0.146691985,0.163554962,,,24,CNY,0.146691985,0.163554962,,,48.1,CNY,0.146691985,0.163554962,,,24.2,CNY,0.146691985,0.163554962,,,,,,,,,24.23,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.75,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-18,7.54,7.6,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.77,CNY,0.146691985,0.163554962,,,24.76,CNY,0.146691985,0.163554962,,,48.35,CNY,0.146691985,0.163554962,,,,,,,,,19.9,CNY,0.146691985,0.163554962,,,25.81,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.5,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-19,7.51,7.39,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,CNY,0.146691985,0.163554962,,,23.95,CNY,0.146691985,0.163554962,,,45.8,CNY,0.146691985,0.163554962,,,22.6,CNY,0.146691985,0.163554962,,,20.79,CNY,0.146691985,0.163554962,,,25.49,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.4,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-20,7.38,7.35,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.05,CNY,0.146691985,0.163554962,,,23.78,CNY,0.146691985,0.163554962,,,47.35,CNY,0.146691985,0.163554962,,,20.65,CNY,0.146691985,0.163554962,,,21.05,CNY,0.146691985,0.163554962,,,25.24,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.2,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-21,7.3,7.31,EUR,1,1.114955,,15.01,14.78,44.96,50.58,56.2,,CAD,0.736075688,0.820691268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,CNY,0.146691985,0.163554962,,,23.5,CNY,0.146691985,0.163554962,,,46.98,CNY,0.146691985,0.163554962,,,21.17,CNY,0.146691985,0.163554962,,,18.95,CNY,0.146691985,0.163554962,,,25.8,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.25,25,NZD,0.663189281,0.739426205,,,,,,,,,,,12.29,12.1,45.2,50.86,56.51,,,USD,0.896897184,1,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-22,7.25,7.28,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.71,CNY,0.146691985,0.163554962,,,23.5,CNY,0.146691985,0.163554962,,,47.39,CNY,0.146691985,0.163554962,,,19.06,CNY,0.146691985,0.163554962,,,,,,,,,26.19,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.15,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-26,7.28,7.23,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.38,CNY,0.146691985,0.163554962,,,23.5,CNY,0.146691985,0.163554962,,,47.76,CNY,0.146691985,0.163554962,,,18.9,CNY,0.146691985,0.163554962,,,,,,,,,25.4,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.25,25,NZD,0.663189281,0.739426205,,,,,,6.2,USD,0.896897184,1,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-27,,7.18,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.15,CNY,0.146691985,0.163554962,,,23.5,CNY,0.146691985,0.163554962,,,47.22,CNY,0.146691985,0.163554962,,,17.3,CNY,0.146691985,0.163554962,,,,,,,,,25.53,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.25,25,NZD,0.663189281,0.739426205,,,,,,6.15,USD,0.896897184,1,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-28,7.2,7.19,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,CNY,0.146691985,0.163554962,,,23.5,CNY,0.146691985,0.163554962,,,46.87,CNY,0.146691985,0.163554962,,,17,CNY,0.146691985,0.163554962,,,,,,,,,25.33,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.25,25,NZD,0.663189281,0.739426205,,,,,,5.94,USD,0.896897184,1,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-05-29,7.22,7.31,EUR,1,1.114955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.51,CNY,0.146691985,0.163554962,,,23.5,CNY,0.146691985,0.163554962,,,46.76,CNY,0.146691985,0.163554962,,,16.67,CNY,0.146691985,0.163554962,,,,,,,,,24.96,CNY,0.146691985,0.163554962,,,,,,,,,,,,,,,,,,5.25,25,NZD,0.663189281,0.739426205,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000821884,0.000916364,,,,,,,,,,,
2015-06-01,7.23,7.24,EUR,1,1.121322727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7,CNY,0.145811606,0.163501867,,,18.13,CNY,0.145811606,0.163501867,,,46.79,CNY,0.145811606,0.163501867,,,18.22,CNY,0.145811606,0.163501867,,,,,,,,,25.12,CNY,0.145811606,0.163501867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10300,KRW,0.000801838,0.000899119,,,,,,,,,,,
2015-06-02,7.26,7.44,EUR,1,1.121322727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.56,CNY,0.145811606,0.163501867,,,19.6,CNY,0.145811606,0.163501867,,,46.55,CNY,0.145811606,0.163501867,,,16.5,CNY,0.145811606,0.163501867,,,17.06,CNY,0.145811606,0.163501867,,,25.34,CNY,0.145811606,0.163501867,,,,,,,,,,,,,,,,,,5.25,25,NZD,0.623377546,0.699007409,,,,,,6.01,USD,0.891803917,1,,,,,,,,,,,,,,10300,KRW,0.000801838,0.000899119,,,,,,,,,,,
2015-06-03,,7.49,EUR,1,1.121322727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.94,CNY,0.145811606,0.163501867,,,,,,,,,46.88,CNY,0.145811606,0.163501867,,,17.66,CNY,0.145811606,0.163501867,,,,,,,,,25.48,CNY,0.145811606,0.163501867,,,,,,,,,,,,,,,,,,5.15,25,NZD,0.623377546,0.699007409,,6.06,2.26,,6.61,,USD,0.891803917,1,,,,,,,,,,,,,,10300,KRW,0.000801838,0.000899119,,,,,,,,,,,
